Token_Name,txhash,timestamp,from_account,to_account,quantity
0x,0x93625c69781d0306ea1fb4b109d3746550f73ecf31bb6c7e9727fac4bb9514fc,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,39441.5038875082
0x,0x93625c69781d0306ea1fb4b109d3746550f73ecf31bb6c7e9727fac4bb9514fc,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0x02d0f868a0467b7eedf6b252c6a7e53ea90b13b6,39441.5038875082
0x,0xca8ef9f7dd93be892e2e0260c4900a89dbbdf7917aefc7d6cf7bc830826744d3,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,39441.5038875082
0x,0xca8ef9f7dd93be892e2e0260c4900a89dbbdf7917aefc7d6cf7bc830826744d3,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0xd8d0eac4ddf6ede20d0b13b04c55bd1daa4e8685,39441.5038875082
0x,0x0ea6db3a3a3c9282f7972e0906ff5093929f5b29eabb1b77bd5e65e8daca7dca,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,39441.5038875082
0x,0x0ea6db3a3a3c9282f7972e0906ff5093929f5b29eabb1b77bd5e65e8daca7dca,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0x2718874048abccebe24693e689d31b011c6101ea,39441.5038875082
0x,0x49d0dbcb365751d1745aa06b95264602011b53cc0a7cba85e3d9aff158c2f40b,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,39441.5038875082
0x,0x49d0dbcb365751d1745aa06b95264602011b53cc0a7cba85e3d9aff158c2f40b,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0x4b79b4c323692c7a5fc0d924b28d19c3605dee3f,39441.5038875082
0x,0x9dace8fa31da4390dc62c1e74bcac3f24d97b76a09a479146019a83b2b8ee270,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,17720.6250000037
0x,0x9dace8fa31da4390dc62c1e74bcac3f24d97b76a09a479146019a83b2b8ee270,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0x009a12d4290630bc01fd82516ac57c1dc6a9bcfb,17720.6250000037
0x,0x46c1be717281bde5dd8c5dfbb5f48eb5ff8271d8f1fdc75a273043152152f5c2,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,39441.5038875082
0x,0x46c1be717281bde5dd8c5dfbb5f48eb5ff8271d8f1fdc75a273043152152f5c2,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0xfc56ea3210b8a4507d220e97b6a52d6bd260efe4,39441.5038875082
0x,0xf358dad94e27878982b65d3cdfe1836abac7c1f6d05b96cb6336a50a740e4a43,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,31897.1250000067
0x,0xf358dad94e27878982b65d3cdfe1836abac7c1f6d05b96cb6336a50a740e4a43,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0xb609711f70bc3378d9427863b777432fbddf4b69,31897.1250000067
0x,0x70bde5352aa31e4ca57b5f5c61d6c5c3eddd7398cada3f9e29e92893cdb36f65,2017-08-15 15:02:14,0x7f33036d984f67a864c7f413012c31329d4193a2,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,39441.5038875082
0x,0x70bde5352aa31e4ca57b5f5c61d6c5c3eddd7398cada3f9e29e92893cdb36f65,2017-08-15 15:02:14,0xd4fd252d7d2c9479a8d616f510eac6243b5dddf9,0x9dd2c15057788dec267feb7540722053c2e259d7,39441.5038875082
